Group,Metric,Budget,Actual,% to Goal,Match
Ticket Revenue,Single,1050.0,44006.0,41.91047619,FIR1004
Ticket Revenue,Total Paid,7128.0,59467.0,8.342732884,FIR1004
Ticket Revenue,Comp,3000.0,2045.0,0.681666667,FIR1004
Ticket Revenue,Total Distributed,10128.0,61512.0,6.073459716,FIR1004
Ticket Revenue,Drop Count,6415.0,49640.0,7.737872553,FIR1004
Ticket Revenue,Show Rate,0.63,0.81,1.274046905,FIR1004
Ticket Revenue,ATP,32.91,150.68,4.578247383,FIR1004
Ticket Revenue,Gross Ticket Revenue,234595.0,8960378.31,38.19509499,FIR1004
Ticket Revenue,Amusement Taxes,-25135.0,-960041.0,38.19509499,FIR1004
Ticket Revenue,Park District Fee,-12830.0,-99280.0,7.737872553,FIR1004
Ticket Revenue,MLS Share of Revenue,-19663.0,-790106.0,40.18247991,FIR1004
Ticket Revenue,Net Ticket Revenue,176966.0,7110952.0,40.18247991,FIR1004
Premium,Units Sold,282.0,862.0,3.056737589,FIR1004
Premium,Average Per Unit,276.0,564.0,2.046825266,FIR1004
Premium,Revenue Generated,77706.0,486175.96,6.256607727,FIR1004
Premium,Less Projected Expenses,-45847.0,-286843.8164,6.256607727,FIR1004
Premium,Net Premium Revenue,31859.0,199332.0,6.256607727,FIR1004
Gross Per Cap,Merchandise Revenue,246834.0,174453.0,0.706763155,FIR1004
Gross Per Cap,Concessions Revenue,1058527.0,1370526.0,1.294748207,FIR1004
Gross Per Cap,Parking Revenue,577851.0,217903.0,0.377092149,FIR1004
Gross Per Cap,Total Gross Per Cap Revenue,1883212.0,1762882.0,0.936104047,FIR1004
Gross Per Cap,Merchandise Per Cap,38.47639201,3.514363417,0.091338175,FIR1004
Gross Per Cap,Concessions Per Cap,165.0029695,27.60930701,0.167326122,FIR1004
Gross Per Cap,Parking Per Cap,90.07525876,4.389665592,0.048733311,FIR1004
Gross Per Cap,Gross Per Cap,293.5546203,35.51333602,0.120976928,FIR1004
Net Per Cap,Merchandise Revenue,84288.0,83760.0,0.993737345,FIR1004
Net Per Cap,Concessions Revenue,218099.0,259791.0,1.191159529,FIR1004
Net Per Cap,Parking Revenue,212444.0,129239.0,0.608343703,FIR1004
Net Per Cap,Total Net Per Cap Revenue,514831.0,472790.0,0.918339897,FIR1004
Net Per Cap,Merchandise Per Cap,13.13877444,1.687348912,0.128425137,FIR1004
Net Per Cap,Concessions Per Cap,33.99726431,5.233501209,0.153938892,FIR1004
Net Per Cap,Parking Per Cap,33.11573295,2.603525383,0.078618987,FIR1004
Net Per Cap,Net Per Cap,80.2517717,9.524375504,0.118681187,FIR1004
Total,Total Net Matchday Revenue,723657.0,7783074.0,10.75519619,FIR1004
Ticket Revenue,FSE,5700.0,6970.0,1.222807018,FIR1007
Ticket Revenue,Group,7960.0,4040.0,0.507537688,FIR1007
Ticket Revenue,Single,1888.0,2733.0,1.447563559,FIR1007
Ticket Revenue,Total Paid,15548.0,13743.0,0.883907898,FIR1007
Ticket Revenue,Comp,3000.0,1802.0,0.600666667,FIR1007
Ticket Revenue,Total Distributed,18548.0,15545.0,0.838095752,FIR1007
Ticket Revenue,Drop Count,13993.0,11588.0,0.828116514,FIR1007
Ticket Revenue,Show Rate,0.75,0.75,0.988092962,FIR1007
Ticket Revenue,ATP,30.69,30.73,1.001259154,FIR1007
Ticket Revenue,Gross Ticket Revenue,477138.0,422277.09,0.885020874,FIR1007
Ticket Revenue,Amusement Taxes,-51122.0,-45244.0,0.885020874,FIR1007
Ticket Revenue,Park District Fee,-27986.0,-23176.0,0.828116514,FIR1007
Ticket Revenue,MLS Share of Revenue,-39803.0,-35386.0,0.889021954,FIR1007
Ticket Revenue,Net Ticket Revenue,358227.0,318471.0,0.889021954,FIR1007
Premium,Units Sold,282.0,223.0,0.790780142,FIR1007
Premium,Average Per Unit,276.0,248.0,0.901049246,FIR1007
Premium,Revenue Generated,77706.0,55368.0,0.712531851,FIR1007
Premium,Less Projected Expenses,-45847.0,-32667.12,0.712531851,FIR1007
Premium,Net Premium Revenue,31859.0,22701.0,0.712531851,FIR1007
Gross Per Cap,Merchandise Revenue,66467.0,53044.0,0.798053162,FIR1007
Gross Per Cap,Concessions Revenue,353334.0,236843.0,0.670308511,FIR1007
Gross Per Cap,Parking Revenue,155322.0,97413.0,0.627166865,FIR1007
Gross Per Cap,Total Gross Per Cap Revenue,575123.0,387300.0,0.673420734,FIR1007
Gross Per Cap,Merchandise Per Cap,4.74993211,4.577493959,0.963696713,FIR1007
Gross Per Cap,Concessions Per Cap,25.25043001,20.43864342,0.80943744,FIR1007
Gross Per Cap,Parking Per Cap,11.09984135,8.406368657,0.757341334,FIR1007
Gross Per Cap,Gross Per Cap,41.10020347,33.42250604,0.813195635,FIR1007
Net Per Cap,Merchandise Revenue,22689.0,23056.0,1.016191671,FIR1007
Net Per Cap,Concessions Revenue,65538.0,52467.0,0.800555981,FIR1007
Net Per Cap,Parking Revenue,69240.0,40201.0,0.58060313,FIR1007
Net Per Cap,Total Net Per Cap Revenue,157467.0,115724.0,0.734909988,FIR1007
Net Per Cap,Merchandise Per Cap,1.62140419,1.98964446,1.227111952,FIR1007
Net Per Cap,Concessions Per Cap,4.683575058,4.52770107,0.966719016,FIR1007
Net Per Cap,Parking Per Cap,4.948122493,3.469192268,0.701112851,FIR1007
Net Per Cap,Net Per Cap,11.25310174,9.986537798,0.88744757,FIR1007
Total,Total Net Matchday Revenue,547553.0,456896.0,0.834432882,FIR1007
